id;name;region;group_key;category;tags;hidden;is_local;rating;description;access;coord_x;coord_y;created_at;lat;lng
osm-10006704157;ბარბარეული ნანგრევები #2;კახეთი;culture;ნანგრევები;"[""ნანგრევები"",""კახეთი""]";true;true;4.4;ნანგრევები — კახეთი.;{};79.98;65.25;2026-08-03 10:38:42.238563+00;41.92096;45.41842
osm-10020940007;ლორთქიფანიძის ციხის ნანგრევები გვაშტიბში;იმერეთი;culture;ციხე;"[""ციხე"",""იმერეთი""]";true;true;4.4;ციხე — იმერეთი.;{};38.40;46.58;2026-08-03 10:38:42.238563+00;42.41561;42.54992
osm-10126578561;თავკაპიწას არქიტექტურული კომპლექსი;თბილისი;culture;მონასტერი;"[""მონასტერი"",""თბილისი""]";true;true;4.4;მონასტერი — თბილისი.;{};66.78;69.08;2026-08-03 10:38:42.238563+00;41.81949;44.5077
osm-10142253325;ბერიქალის (აკაურთას) ციხე;ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};65.63;81.87;2026-08-03 10:38:42.238563+00;41.48055;44.42848
osm-10220039352;ცხრამუხის კოშკი;შიდა ქართლი;culture;ციხე;"[""ციხე"",""შიდა ქართლი""]";true;true;4.4;ციხე — შიდა ქართლი.;{};53.34;63.16;2026-08-03 10:38:42.238563+00;41.97619;43.58031
osm-10271532764;შუბაშიანთ კვირაცხოვლის სტელები;ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};61.73;81.15;2026-08-03 10:38:42.238563+00;41.49962;44.15948
osm-10606396478;რუსიანის ციხე ეკლესიით (ნანაგრევები);თბილისი;culture;ნანგრევები;"[""ნანგრევები"",""თბილისი""]";true;true;4.4;ნანგრევები — თბილისი.;{};77.20;66.90;2026-08-03 10:38:42.238563+00;41.87722;45.22673
osm-10606606168;სენაკი;მცხეთა-მთიანეთი;culture;ნანგრევები;"[""ნანგრევები"",""მცხეთა-მთიანეთი""]";true;true;4.4;ნანგრევები — მცხეთა-მთიანეთი.;{};67.54;61.72;2026-08-03 10:38:42.238563+00;42.01431;44.56008
osm-10616785423;ნასოფლარი ზედა თმოგვი;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};49.04;84.73;2026-08-03 10:38:42.238563+00;41.40477;43.28399
osm-10649722447;ნასოფლარ სიქიშხანის ციხე-კოშკი;ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};64.08;88.47;2026-08-03 10:38:42.238563+00;41.3056;44.32128
osm-10665157045;ყარაულაანთ ციხე;კახეთი;culture;ნანგრევები;"[""ნანგრევები"",""კახეთი""]";true;true;4.4;ნანგრევები — კახეთი.;{};80.30;64.62;2026-08-03 10:38:42.238563+00;41.93747;45.44101
osm-10665545199;ვარდისუბნის საცხოვრებელი კომპლექსი კოშკით;კახეთი;culture;ნანგრევები;"[""ნანგრევები"",""კახეთი""]";true;true;4.4;ნანგრევები — კახეთი.;{};80.22;65.23;2026-08-03 10:38:42.238563+00;41.92146;45.43543
osm-10684039924;აბაშის ციხე;კახეთი;culture;ნანგრევები;"[""ნანგრევები"",""კახეთი""]";true;true;4.4;ნანგრევები — კახეთი.;{};86.43;61.93;2026-08-03 10:38:42.238563+00;42.00876;45.86362
osm-10688410810;შუაფხოს  იახსარის ხატი;მცხეთა-მთიანეთი;culture;ნანგრევები;"[""ნანგრევები"",""მცხეთა-მთიანეთი""]";true;true;4.4;ნანგრევები — მცხეთა-მთიანეთი.;{};73.83;46.47;2026-08-03 10:38:42.238563+00;42.4185;44.99439
osm-10688839194;ვეძისხევის კოშკი II;კახეთი;culture;ნანგრევები;"[""ნანგრევები"",""კახეთი""]";true;true;4.4;ნანგრევები — კახეთი.;{};84.76;61.56;2026-08-03 10:38:42.238563+00;42.01864;45.74858
osm-10689156510;ველისციხის ციხე-დარბაზი;კახეთი;culture;ნანგრევები;"[""ნანგრევები"",""კახეთი""]";true;true;4.4;ნანგრევები — კახეთი.;{};84.90;69.47;2026-08-03 10:38:42.238563+00;41.80916;45.7579
osm-10693194847;სამლოცველოს ნანგრევები;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};50.97;85.26;2026-08-03 10:38:42.238563+00;41.39053;43.4172
osm-10694691770;ბაღდათის( თხმელის) ციხე (ნანაგრევები);იმერეთი;culture;ნანგრევები;"[""ნანგრევები"",""იმერეთი""]";false;false;4.9;ნანგრევები — იმერეთი.;{};42.46;59.83;2026-08-03 10:38:42.238563+00;42.06453;42.82958
osm-10704929857;"ციხის ნანგრევები ""ციხის წყარო""";იმერეთი;culture;ნანგრევები;"[""ნანგრევები"",""იმერეთი""]";true;true;4.4;ნანგრევები — იმერეთი.;{};44.83;51.58;2026-08-03 10:38:42.238563+00;42.28326;42.99306
osm-10704929886;"გოგნის ნანგრევი ""სასახლეები""";იმერეთი;culture;ნანგრევები;"[""ნანგრევები"",""იმერეთი""]";true;true;4.4;ნანგრევები — იმერეთი.;{};44.82;51.60;2026-08-03 10:38:42.238563+00;42.28256;42.99261
osm-10717439604;ნაეკლესიარი;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};47.35;72.71;2026-08-03 10:38:42.238563+00;41.72328;43.16698
osm-10733154274;ნასოფლარ თალას ეკლესია (ნანგრევები);ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};66.39;86.94;2026-08-03 10:38:42.238563+00;41.34601;44.48084
osm-10735924148;პატარა გონდრიოს ციკლოპური ციხე;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};51.31;88.60;2026-08-03 10:38:42.238563+00;41.30211;43.44059
osm-10742299149;თოკის ციხე;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};50.45;81.59;2026-08-03 10:38:42.238563+00;41.48793;43.38104
osm-10744725255;ხარო;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};50.06;84.12;2026-08-03 10:38:42.238563+00;41.42093;43.35381
osm-10773307957;"კურსების ""გოგოლაშვილების"" კოშკი (ნანგრევები)";იმერეთი;culture;ნანგრევები;"[""ნანგრევები"",""იმერეთი""]";true;true;4.4;ნანგრევები — იმერეთი.;{};41.92;50.80;2026-08-03 10:38:42.238563+00;42.30386;42.79233
osm-10774078785;ბერეკაშვილების კოშკი კურსებში;იმერეთი;culture;ნანგრევები;"[""ნანგრევები"",""იმერეთი""]";true;true;4.4;ნანგრევები — იმერეთი.;{};41.63;50.36;2026-08-03 10:38:42.238563+00;42.31544;42.77246
osm-10776566639;"მუხურის ციხე ""შეუპოვარი"" მუხურის ციხე";იმერეთი;culture;ნანგრევები;"[""ნანგრევები"",""იმერეთი""]";true;true;4.4;ნანგრევები — იმერეთი.;{};45.85;49.21;2026-08-03 10:38:42.238563+00;42.34596;43.06335
osm-10783298470;კლდისუბნის ღვთისმშობლის ეკლესია;რაჭა-ლეჩხუმი;culture;ეკლესია;"[""ეკლესია"",""რაჭა-ლეჩხუმი""]";true;true;4.4;ეკლესია — რაჭა-ლეჩხუმი.;{};46.56;41.28;2026-08-03 10:38:42.238563+00;42.55611;43.1125
osm-10785556249;"ციხე-სიმაგრე ""უწვაში""";რაჭა-ლეჩხუმი;culture;ნანგრევები;"[""ნანგრევები"",""რაჭა-ლეჩხუმი""]";true;true;4.4;ნანგრევები — რაჭა-ლეჩხუმი.;{};41.47;42.20;2026-08-03 10:38:42.238563+00;42.53178;42.76163
osm-10794094369;ნასოფლარი ნახიდური (არუხლო);ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};69.46;81.97;2026-08-03 10:38:42.238563+00;41.4777;44.69292
osm-10827900142;"თოკის ნაგებობა, ""სასახლე""";სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};50.45;81.61;2026-08-03 10:38:42.238563+00;41.48737;43.38096
osm-10829929090;ჭარალის ციხე-კოშკი;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};42.69;79.26;2026-08-03 10:38:42.238563+00;41.54966;42.84576
osm-10830439497;არჯულის დარანები;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};44.87;77.50;2026-08-03 10:38:42.238563+00;41.59626;42.99628
osm-10830839857;ნასოფლარ თალას (დემირ-სუს) პატარა ეკლესია (ნანაგრევები);ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};66.50;86.72;2026-08-03 10:38:42.238563+00;41.35194;44.48882
osm-10847199385;ბალიჭის მავზოლეუმი(ნანაგრევები);ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};65.26;86.19;2026-08-03 10:38:42.238563+00;41.36593;44.40304
osm-10847445316;”აბულბუგის”/ აბულმუგის აბანო (ნანაგრევები);ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};64.94;86.01;2026-08-03 10:38:42.238563+00;41.37074;44.38057
osm-10847711005;საკულტო ნაგებობა (ნანგრევები);ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};64.85;85.51;2026-08-03 10:38:42.238563+00;41.38396;44.37487
osm-10856721497;ნადარბაზევი;ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};66.76;87.30;2026-08-03 10:38:42.238563+00;41.33668;44.50675
osm-10862322152;ეკლესიის ნაშთი;ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};66.44;87.81;2026-08-03 10:38:42.238563+00;41.32309;44.48437
osm-10893464299;თომა ციციშვილის სასახლე (ნანგრევები);შიდა ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""შიდა ქართლი""]";true;true;4.4;ნანგრევები — შიდა ქართლი.;{};54.76;62.97;2026-08-03 10:38:42.238563+00;41.98141;43.67863
osm-10929819723;დანგრეული კოშკი;შიდა ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""შიდა ქართლი""]";true;true;4.4;ნანგრევები — შიდა ქართლი.;{};60.33;53.73;2026-08-03 10:38:42.238563+00;42.22614;44.06302
osm-10930029278;ჟურულ-მაქარაშვილთა საცხოვრებელი სახლი (ნანგრევები);შიდა ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""შიდა ქართლი""]";true;true;4.4;ნანგრევები — შიდა ქართლი.;{};60.35;53.71;2026-08-03 10:38:42.238563+00;42.22662;44.06389
osm-10957518514;ქვედა თხილვანის მენჰირი;გურია;culture;ნანგრევები;"[""ნანგრევები"",""გურია""]";true;true;4.4;ნანგრევები — გურია.;{};37.95;79.21;2026-08-03 10:38:42.238563+00;41.55093;42.51845
osm-10963972606;მეგალითური ნაგებობები;ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};64.08;75.39;2026-08-03 10:38:42.238563+00;41.65221;44.32171
osm-10966201566;ახჩიის გამოქვაბულები;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};48.62;86.89;2026-08-03 10:38:42.238563+00;41.34737;43.25459
osm-10992576814;კოშკის ნანგრევები;შიდა ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""შიდა ქართლი""]";true;true;4.4;ნანგრევები — შიდა ქართლი.;{};55.94;64.15;2026-08-03 10:38:42.238563+00;41.9499;43.76009
osm-10992622605;ორთუბნის ( მძოვრეთის) ციციშვილების აბანო (ნანგრევები);შიდა ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""შიდა ქართლი""]";true;true;4.4;ნანგრევები — შიდა ქართლი.;{};55.89;64.04;2026-08-03 10:38:42.238563+00;41.95286;43.75672
osm-11006137063;კოშკი (ნანგრევები);შიდა ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""შიდა ქართლი""]";true;true;4.4;ნანგრევები — შიდა ქართლი.;{};51.98;63.37;2026-08-03 10:38:42.238563+00;41.97058;43.48633
osm-11021726174;საცივი მარანი;კახეთი;culture;ნანგრევები;"[""ნანგრევები"",""კახეთი""]";true;true;4.4;ნანგრევები — კახეთი.;{};80.34;71.60;2026-08-03 10:38:42.238563+00;41.75262;45.44375
osm-11037509329;სათხის ციხე-სიმაგრე “იშიყალა”;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};54.49;89.20;2026-08-03 10:38:42.238563+00;41.28611;43.65948
osm-11049932368;საყდარი (ნანგრევები);კახეთი;culture;ნანგრევები;"[""ნანგრევები"",""კახეთი""]";true;true;4.4;ნანგრევები — კახეთი.;{};88.16;64.14;2026-08-03 10:38:42.238563+00;41.95023;45.98303
osm-11073791549;ხულგუმოს სასაფლაო, ნაეკლესიარი და სტელის ნატეხი;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};52.09;84.43;2026-08-03 10:38:42.238563+00;41.41258;43.49432
osm-11078857201;ნასოფლარი ხოირეთი(ქორეთი);შიდა ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""შიდა ქართლი""]";true;true;4.4;ნანგრევები — შიდა ქართლი.;{};57.95;74.54;2026-08-03 10:38:42.238563+00;41.67478;43.89828
osm-11096708996;სიყვარულის ციხე;კახეთი;culture;ციხე;"[""ციხე"",""კახეთი""]";true;true;4.4;ციხე — კახეთი.;{};83.24;48.30;2026-08-03 10:38:42.238563+00;42.37017;45.64328
osm-11109926360;ციხე-კოშკის ნანგრევები ბუბის ჯვართან;რაჭა-ლეჩხუმი;culture;ნანგრევები;"[""ნანგრევები"",""რაჭა-ლეჩხუმი""]";true;true;4.4;ნანგრევები — რაჭა-ლეჩხუმი.;{};54.99;35.37;2026-08-03 10:38:42.238563+00;42.71272;43.69451
osm-11125915786;კვირიას / არხალის კომპლექსის სასახლე (ციხე-სახლი );მცხეთა-მთიანეთი;culture;ნანგრევები;"[""ნანგრევები"",""მცხეთა-მთიანეთი""]";true;true;4.4;ნანგრევები — მცხეთა-მთიანეთი.;{};73.80;55.89;2026-08-03 10:38:42.238563+00;42.16899;44.99197
osm-11170597168;ყაზმის( ახაშენის )კოშკი;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};47.92;77.09;2026-08-03 10:38:42.238563+00;41.60716;43.20654
osm-11179567922;საყდრიონის (ყ.ედიქილისა) ქარვასლა / სასახლე (ნანგრევები);შიდა ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""შიდა ქართლი""]";true;true;4.4;ნანგრევები — შიდა ქართლი.;{};58.35;77.72;2026-08-03 10:38:42.238563+00;41.59054;43.92632
osm-11202598195;უზუნ კალა (მაღალი ციხე) (ნანგრევები);ქვემო ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""ქვემო ქართლი""]";true;true;4.4;ნანგრევები — ქვემო ქართლი.;{};66.94;84.87;2026-08-03 10:38:42.238563+00;41.40084;44.51892
osm-11336779760;ქარჩოხის ციხე (ცხმორის ციხე);მცხეთა-მთიანეთი;culture;ციხე;"[""ციხე"",""მცხეთა-მთიანეთი""]";true;true;4.4;ციხე — მცხეთა-მთიანეთი.;{};66.49;47.96;2026-08-03 10:38:42.238563+00;42.37903;44.4876
osm-11381964173;საზანოს ციხე;იმერეთი;culture;ციხე;"[""ციხე"",""იმერეთი""]";true;true;4.4;ციხე — იმერეთი.;{};46.20;55.20;2026-08-03 10:38:42.238563+00;42.18733;43.08749
osm-11393143451;ლიხაურის ციხე (თამარის ციხე, ჭანიეთის ციხე);გურია;culture;ციხე;"[""ციხე"",""გურია""]";true;true;4.4;ციხე — გურია.;{};30.38;67.10;2026-08-03 10:38:42.238563+00;41.87176;41.99638
osm-11406368435;ოთის ციხე-სიმაგრე;სამცხე-ჯავახეთი;culture;ციხე;"[""ციხე"",""სამცხე-ჯავახეთი""]";true;true;4.4;ციხე — სამცხე-ჯავახეთი.;{};49.33;76.57;2026-08-03 10:38:42.238563+00;41.62083;43.30387
osm-11406382030;ჩიტიკიბეს ციხე-სიმაგრე;სამცხე-ჯავახეთი;culture;ციხე;"[""ციხე"",""სამცხე-ჯავახეთი""]";true;true;4.4;ციხე — სამცხე-ჯავახეთი.;{};48.77;74.95;2026-08-03 10:38:42.238563+00;41.66375;43.26481
osm-11432307194;გეგელიძეების კოშკი (ნანგრევები);აჭარა;culture;ნანგრევები;"[""ნანგრევები"",""აჭარა""]";true;true;4.4;ნანგრევები — აჭარა.;{};31.53;75.76;2026-08-03 10:38:42.238563+00;41.64228;42.07542
osm-11432353307;კავიანის (ხიჭაურის) ციხე;აჭარა;culture;ნანგრევები;"[""ნანგრევები"",""აჭარა""]";true;true;4.4;ნანგრევები — აჭარა.;{};32.32;75.79;2026-08-03 10:38:42.238563+00;41.64145;42.12995
osm-11432719633;ცხმორისის ხიდის ნანგრევები;აჭარა;culture;ნანგრევები;"[""ნანგრევები"",""აჭარა""]";true;true;4.4;ნანგრევები — აჭარა.;{};31.14;75.62;2026-08-03 10:38:42.238563+00;41.64605;42.04836
osm-11465741023;თევრეშოს ციხის ნანგრევი;რაჭა-ლეჩხუმი;culture;ციხე;"[""ციხე"",""რაჭა-ლეჩხუმი""]";true;true;4.4;ციხე — რაჭა-ლეჩხუმი.;{};51.71;32.61;2026-08-03 10:38:42.238563+00;42.78582;43.46817
osm-7110167671;ვანთის ქვაბების კომპლექსი;კახეთი;nature;მღვიმე;"[""მღვიმე"",""კახეთი""]";true;true;4.4;მღვიმე — კახეთი.;{};82.09;68.24;2026-08-03 10:38:42.238563+00;41.84163;45.56437
osm-12005920469;ახალდაბის კოშკი;სამცხე-ჯავახეთი;culture;ნანგრევები;"[""ნანგრევები"",""სამცხე-ჯავახეთი""]";true;true;4.4;ნანგრევები — სამცხე-ჯავახეთი.;{};51.94;64.82;2026-08-03 10:38:42.238563+00;41.93215;43.4836
osm-12520773558;არშის ციხე;მცხეთა-მთიანეთი;culture;ციხე;"[""ციხე"",""მცხეთა-მთიანეთი""]";false;false;4.9;ციხე — მცხეთა-მთიანეთი.;{};68.11;38.43;2026-08-03 10:38:42.238563+00;42.63173;44.5993
osm-12521431078;ბარბაწმინდა;შიდა ქართლი;culture;ნანგრევები;"[""ნანგრევები"",""შიდა ქართლი""]";true;true;4.4;ნანგრევები — შიდა ქართლი.;{};52.36;55.27;2026-08-03 10:38:42.238563+00;42.18522;43.51261
osm-12878428997;ელგუჯას ციხე;მცხეთა-მთიანეთი;culture;ციხე;"[""ციხე"",""მცხეთა-მთიანეთი""]";true;true;4.4;ციხე — მცხეთა-მთიანეთი.;{};67.03;45.65;2026-08-03 10:38:42.238563+00;42.44017;44.52508
osm-13333344625;გორულის ნაქალაქარის კოშკი;ქვემო ქართლი;culture;ციხე;"[""ციხე"",""ქვემო ქართლი""]";true;true;4.4;ციხე — ქვემო ქართლი.;{};68.80;89.57;2026-08-03 10:38:42.238563+00;41.27628;44.64728
osm-13568326057;ტყემლიანის ნასოფლარი;ქვემო ქართლი;culture;არქეოლოგიური ძეგლი;"[""არქეოლოგიური ძეგლი"",""ქვემო ქართლი""]";true;true;4.4;არქეოლოგიური ძეგლი — ქვემო ქართლი.;{};62.03;79.43;2026-08-03 10:38:42.238563+00;41.54521;44.18021
osm-13616841434;ეკლესია (ნანგრევები);თბილისი;culture;ნანგრევები;"[""ნანგრევები"",""თბილისი""]";true;true;4.4;ნანგრევები — თბილისი.;{};77.33;70.03;2026-08-03 10:38:42.238563+00;41.79431;45.23562
osm-13711892305;აბანო;თბილისი;culture;ნანგრევები;"[""ნანგრევები"",""თბილისი""]";true;true;4.4;ნანგრევები — თბილისი.;{};69.87;68.41;2026-08-03 10:38:42.238563+00;41.83709;44.72127
osm-13749873655;ბარალეთის ბორცვი;სამცხე-ჯავახეთი;culture;არქეოლოგიური ძეგლი;"[""არქეოლოგიური ძეგლი"",""სამცხე-ჯავახეთი""]";true;true;4.4;არქეოლოგიური ძეგლი — სამცხე-ჯავახეთი.;{};52.02;79.49;2026-08-03 10:38:42.238563+00;41.54357;43.48952
osm-13767159701;ზედა საყდარი (სახტარი);რაჭა-ლეჩხუმი;culture;ნანგრევები;"[""ნანგრევები"",""რაჭა-ლეჩხუმი""]";true;true;4.4;ნანგრევები — რაჭა-ლეჩხუმი.;{};43.70;42.22;2026-08-03 10:38:42.238563+00;42.5312;42.91544
osm-4382992989;ბეთლემის ღვთისმშობლის სახელობის გამოქვაბული;თბილისი;nature;მღვიმე;"[""მღვიმე"",""თბილისი""]";true;true;4.4;მღვიმე — თბილისი.;{};69.86;68.34;2026-08-03 10:38:42.238563+00;41.839;44.72033
osm-4436120389;უშოლთას (განჯარეული) მღვიმე;რაჭა-ლეჩხუმი;nature;მღვიმე;"[""მღვიმე"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მღვიმე — რაჭა-ლეჩხუმი.;{};50.54;43.43;2026-08-03 10:38:42.238563+00;42.49913;43.38698
osm-4881941921;ცახის მღვიმე;რაჭა-ლეჩხუმი;nature;მღვიმე;"[""მღვიმე"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მღვიმე — რაჭა-ლეჩხუმი.;{};43.66;42.55;2026-08-03 10:38:42.238563+00;42.5223;42.9123
osm-5499968321;კრუბერის გამოქვაბული;სამეგრელო;nature;მღვიმე;"[""მღვიმე"",""სამეგრელო""]";true;true;4.4;მღვიმე — სამეგრელო.;{};6.70;9.07;2026-08-03 10:38:42.238563+00;43.40976;40.36218
osm-5749610548;ბერების კლდე;სამცხე-ჯავახეთი;nature;მღვიმე;"[""მღვიმე"",""სამცხე-ჯავახეთი""]";true;true;4.4;მღვიმე — სამცხე-ჯავახეთი.;{};50.81;64.31;2026-08-03 10:38:42.238563+00;41.94572;43.40613
osm-5877980957;სამსარის ქარიანი ხვრელი;სამცხე-ჯავახეთი;nature;მღვიმე;"[""მღვიმე"",""სამცხე-ჯავახეთი""]";true;true;4.4;მღვიმე — სამცხე-ჯავახეთი.;{};54.57;78.12;2026-08-03 10:38:42.238563+00;41.57975;43.66547
osm-6904668726;გვირაბის გამოქვაბული;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};39.19;49.21;2026-08-03 10:38:42.238563+00;42.34581;42.604
osm-1132505599;ბუხრის გამოქვაბული;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.8;მღვიმე — იმერეთი.;{};39.2;49.39;2026-08-03 10:38:42.238563+00;42.3410996;42.6047891
osm-1132505753;ორპირი;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.8;მღვიმე — იმერეთი.;{};39.16;48.02;2026-08-03 10:38:42.238563+00;42.3775694;42.6020002
osm-2525166823;კარსტული მდინარე შარეულას სათავე;რაჭა-ლეჩხუმი;nature;მღვიმე;"[""მღვიმე"",""რაჭა-ლეჩხუმი""]";false;false;4.8;მღვიმე — რაჭა-ლეჩხუმი.;{};45.91;44.51;2026-08-03 10:38:42.238563+00;42.4704569;43.0680271
osm-8017526585;თეკენთერის კარსტრული ჭა;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};40.94;42.64;2026-08-03 10:38:42.238563+00;42.51994;42.72508
osm-10787933965;სხვავის საყინულე;რაჭა-ლეჩხუმი;nature;მღვიმე;"[""მღვიმე"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მღვიმე — რაჭა-ლეჩხუმი.;{};48.56;44.22;2026-08-03 10:38:42.238563+00;42.47817;43.25065
osm-10788193896;ორსართულიანი გამოქვაბული;რაჭა-ლეჩხუმი;nature;მღვიმე;"[""მღვიმე"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მღვიმე — რაჭა-ლეჩხუმი.;{};50.74;43.79;2026-08-03 10:38:42.238563+00;42.48945;43.40124
osm-10893912299;თეთრა მღვიმე;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.9;მღვიმე — იმერეთი.;{};39.38;49.82;2026-08-03 10:38:42.238563+00;42.32978;42.61712
osm-10966285462;მირაშხნის გამოქვაბული ქვის კარით;სამცხე-ჯავახეთი;nature;მღვიმე;"[""მღვიმე"",""სამცხე-ჯავახეთი""]";true;true;4.4;მღვიმე — სამცხე-ჯავახეთი.;{};48.68;86.68;2026-08-03 10:38:42.238563+00;41.353;43.25881
osm-11105987479;წოფის მღვიმე;ქვემო ქართლი;nature;მღვიმე;"[""მღვიმე"",""ქვემო ქართლი""]";true;true;4.4;მღვიმე — ქვემო ქართლი.;{};70.10;90.52;2026-08-03 10:38:42.238563+00;41.25128;44.73706
osm-11684591727;გუმბრას გამოქვაბული;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};39.78;50.49;2026-08-03 10:38:42.238563+00;42.31206;42.6449
osm-12067869655;მელოურის მღვიმე;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.9;მღვიმე — იმერეთი.;{};39.53;47.64;2026-08-03 10:38:42.238563+00;42.38744;42.62785
osm-12209363450;კლდეში გამოკვეთილი მონასტრის საკანი;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};41.61;51.13;2026-08-03 10:38:42.238563+00;42.29504;42.77141
osm-12209390159;ორთვალას მღვიმე;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};41.48;51.56;2026-08-03 10:38:42.238563+00;42.28372;42.76184
